ELA,CC.12.W.3c,11-12,W,3.c,Text Types and Purposes.,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution)."
ELA,CC.11.W.3d,11-12,W,3.d,Text Types and Purposes.,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
ELA,CC.12.W.3d,11-12,W,3.d,Text Types and Purposes.,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
ELA,CC.11.W.3e,11-12,W,3.e,Text Types and Purposes.,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
ELA,CC.12.W.3e,11-12,W,3.e,Text Types and Purposes.,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
ELA,CC.11.W.4,11-12,W,4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
ELA,CC.12.W.4,11-12,W,4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
ELA,CC.11.W.5,11-12,W,5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1–3 up to and including grades 11-12 on page 55.)"
ELA,CC.12.W.5,11-12,W,5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1–3 up to and including grades 11-12 on page 55.)"
ELA,CC.11.W.6,11-12,W,6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information."
ELA,CC.12.W.6,11-12,W,6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information."
ELA,CC.11.W.7,11-12,W,7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
ELA,CC.12.W.7,11-12,W,7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
ELA,CC.11.W.8,11-12,W,8,Research to Build and Present Knowledge.,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation."
ELA,CC.12.W.8,11-12,W,8,Research to Build and Present Knowledge.,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation."
ELA,CC.11.W.9,11-12,W,9,Research to Build and Present Knowledge.,"Draw evidence form literary or informational texts to support analysis, reflection, and research."
ELA,CC.12.W.9,11-12,W,9,Research to Build and Present Knowledge.,"Draw evidence form literary or informational texts to support analysis, reflection, and research."
ELA,CC.11.W.9a,11-12,W,9.a,Research to Build and Present Knowledge.,"Apply grades 11–12 Reading standards to literature (e.g., “Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics”)."
ELA,CC.12.W.9a,11-12,W,9.a,Research to Build and Present Knowledge.,"Apply grades 11–12 Reading standards to literature (e.g., “Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics”)."
ELA,CC.11.W.9b,11-12,W,9.b,Research to Build and Present Knowledge.,"Apply grades 11–12 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses]”)."
ELA,CC.12.W.9b,11-12,W,9.b,Research to Build and Present Knowledge.,"Apply grades 11–12 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses]”)."
ELA,CC.11.W.10,11-12,W,10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.12.W.10,11-12,W,10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.K.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.1.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.2.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.3.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.4.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.5.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.6.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.7.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.8.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.9.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.10.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.11.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.12.W.R.1,K-12,W,R.1,Text Types and Purposes.,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
ELA,CC.K.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.1.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.2.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.3.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.4.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.5.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.6.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.7.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.8.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.9.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.10.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.11.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.12.W.R.2,K-12,W,R.2,Text Types and Purposes.,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
ELA,CC.K.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.1.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.2.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.3.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.4.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.5.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.6.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.7.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.8.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.9.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.10.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.11.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.12.W.R.3,K-12,W,R.3,Text Types and Purposes.,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
ELA,CC.K.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.1.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.2.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.3.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.4.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.5.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.6.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.7.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.8.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.9.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.10.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.11.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.12.W.R.4,K-12,W,R.4,Production and Distribution of Writing.,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
ELA,CC.K.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.1.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.2.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.3.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.4.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.5.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.6.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.7.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.8.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.9.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.10.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.11.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.12.W.R.5,K-12,W,R.5,Production and Distribution of Writing.,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
ELA,CC.K.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.1.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.2.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.3.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.4.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.5.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.6.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.7.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.8.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.9.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.10.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.11.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.12.W.R.6,K-12,W,R.6,Production and Distribution of Writing.,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
ELA,CC.K.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.1.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.2.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.3.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.4.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.5.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.6.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.7.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.8.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.9.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.10.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.11.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.12.W.R.7,K-12,W,R.7,Research to Build and Present Knowledge.,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
ELA,CC.K.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.1.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.2.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.3.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.4.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.5.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.6.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.7.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.8.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.9.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.10.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.11.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.12.W.R.8,K-12,W,R.8,Research to Build and Present Knowledge.,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
ELA,CC.K.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.1.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.2.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.3.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.4.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.5.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.6.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.7.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.8.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.9.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.10.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.11.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.12.W.R.9,K-12,W,R.9,Research to Build and Present Knowledge.,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
ELA,CC.K.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.1.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.2.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.3.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.4.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.5.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.6.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.7.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.8.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.9.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.10.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.11.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.12.W.R.10,K-12,W,R.10,Range of Writing.,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
ELA,CC.6.SL.1,6,SL,1,Comprehension and Collaboration.,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 6 topics, texts, and issues, building on others’ ideas and expressing their own clearly."
ELA,CC.6.SL.1a,6,SL,1.a,Comprehension and Collaboration.,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
ELA,CC.6.SL.1b,6,SL,1.b,Comprehension and Collaboration.,"Follow rules for collegial discussions, set specific goals and deadlines, and define individual roles as needed."
ELA,CC.6.SL.1c,6,SL,1.c,Comprehension and Collaboration.,"Pose and respond to specific questions with elaboration and detail by making comments that contribute to the topic, text, or issue under discussion."
ELA,CC.6.SL.1d,6,SL,1.d,Comprehension and Collaboration.,Review the key ideas expressed and demonstrate understanding of multiple perspectives through reflection and paraphrasing.
ELA,CC.6.SL.2,6,SL,2,Comprehension and Collaboration.,"Interpret information presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how it contributes to a topic, text, or issue under study."
ELA,CC.6.SL.3,6,SL,3,Comprehension and Collaboration.,"Delineate a speaker’s argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not."
ELA,CC.6.SL.4,6,SL,4,Presentation of Knowledge and Ideas.,"Present claims and findings, sequencing ideas logically and using pertinent descriptions, facts, and details to accentuate main ideas or themes; use appropriate eye contact, adequate volume, and clear pronunciation."
ELA,CC.6.SL.5,6,SL,5,Presentation of Knowledge and Ideas.,"Include multimedia components (e.g., graphics, images, music, sound) and visual displays in presentations to clarify information."
ELA,CC.6.SL.6,6,SL,6,Presentation of Knowledge and Ideas.,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 6 Language standards 1 and 3 on page 53 for specific expectations.)"
